,q13a,q14a,q14b,q14c,q14d,q14e,q14f,q15a,q15b,q15c,q15d,q16a,q16b
1940,4,2,2,1,2,2,2,4,3,3,8,4,5
1941,6,2,5,5,4,1,5,6,4,3,13,4,6
1942,4,1,3,1,4,1,3,5,6,3,18,-1,6
1943,6,4,5,4,1,1,4,4,1,3,34,3,4
1944,6,5,5,5,8,4,8,6,1,3,40,4,6
1945,3,5,5,2,2,2,2,6,1,3,18,4,5
1946,5,2,2,1,2,1,5,3,4,5,17,4,3
1947,4,5,5,1,4,1,4,6,5,5,10,2,1
1948,6,8,8,8,8,8,8,-1,-1,-1,-1,-1,6
1949,-1,5,4,4,4,5,4,5,4,4,19,3,3
1950,6,4,5,3,4,2,4,5,2,3,20,4,6
1951,6,5,5,5,5,2,5,6,3,3,12,4,5
1952,2,1,1,1,1,1,1,6,6,6,-1,5,6
1953,6,1,4,1,1,1,1,3,2,4,18,3,4
1954,6,5,5,5,5,5,5,6,3,3,15,4,6
1955,6,3,5,3,4,1,3,4,3,6,13,4,4
1957,6,1,4,2,2,3,8,5,5,3,18,2,6
1958,1,4,5,3,2,3,5,6,5,5,19,4,4
1959,6,5,4,2,2,2,2,6,6,6,-1,2,6
1960,-1,5,5,5,5,2,8,6,1,2,22,3,4
1961,5,5,3,5,2,2,3,6,2,3,9,4,4
1962,1,1,1,1,1,1,1,-1,1,1,-1,3,6
1963,-1,3,5,1,5,5,5,6,5,5,17,5,6
1964,6,4,5,8,4,4,5,6,3,5,16,2,5
1965,6,5,5,8,5,5,5,4,3,4,22,3,6
1966,4,4,5,8,3,2,5,5,5,6,10,2,6
1967,-1,2,5,5,5,5,5,5,1,4,15,2,5
1968,-1,5,5,8,4,1,1,6,1,3,16,4,5
1969,6,5,5,5,5,8,5,4,5,5,10,4,6
1970,-1,2,2,8,2,2,2,3,5,3,12,4,6
1971,2,2,4,1,3,2,4,2,5,6,21,4,4
1972,-1,4,5,5,5,4,5,3,4,4,8,4,5
1973,5,3,4,8,8,3,4,5,2,3,16,4,5
1974,3,5,5,5,5,2,4,6,1,1,16,4,4
1975,5,4,5,5,5,3,5,6,3,5,13,3,5
1976,5,5,4,4,3,5,5,4,4,2,11,4,4
1978,6,5,5,8,8,2,5,6,2,1,13,4,6
1979,1,2,3,1,1,1,1,2,3,4,23,5,6
1980,4,5,5,8,8,5,5,5,1,2,7,4,4
1981,6,4,5,5,4,4,4,5,1,3,26,4,6
1982,5,5,5,5,2,2,8,3,4,5,20,4,6
1983,6,4,4,2,4,4,4,6,1,2,1,4,3
1984,3,2,2,1,2,2,2,2,1,1,23,4,6
1985,6,5,5,8,5,4,5,6,5,5,15,2,4
1986,4,5,5,5,5,5,5,6,4,5,-1,5,5
1987,1,8,8,8,8,8,8,-1,-1,-1,-1,2,1
1988,5,5,5,8,5,4,5,6,2,1,13,4,5
1989,5,1,1,1,2,1,1,8,4,4,45,5,3
1990,3,5,4,1,3,3,4,6,4,2,6,3,6
1991,6,5,-1,1,1,5,3,6,5,4,10,3,5
1992,6,5,5,1,5,5,5,3,5,6,23,2,6
1993,-1,5,4,2,4,4,4,6,1,-1,14,3,4
1994,2,1,2,1,1,1,2,1,3,2,15,4,1
1995,4,5,5,8,5,5,5,6,5,6,32,3,6
1996,6,5,4,5,5,2,8,5,4,5,25,4,6
1997,3,5,5,5,4,4,4,5,4,4,14,4,6
1998,1,5,5,5,5,5,5,6,1,4,15,4,6
1999,6,5,5,5,5,5,5,4,6,5,18,5,6
2000,4,1,5,8,3,8,8,6,1,1,18,3,5
2001,3,2,5,8,2,8,5,6,5,4,18,5,6
2002,-1,2,5,1,5,5,4,6,6,6,30,2,6
2003,6,5,5,5,3,2,5,6,3,2,13,4,6
2004,3,5,5,5,1,2,5,3,2,4,19,2,1
2005,4,5,5,8,5,5,5,5,4,3,12,2,5
2006,3,2,1,1,1,1,2,8,1,4,13,4,4
2007,5,5,5,5,5,5,5,6,3,4,21,3,4
2008,5,5,5,5,3,5,5,6,4,5,12,3,6
2009,4,5,5,8,5,8,5,6,3,5,14,1,4
2010,4,5,5,4,5,4,4,3,4,6,-1,5,4
2011,4,8,8,8,8,8,8,-1,1,1,-1,2,4
2012,6,5,5,5,5,5,5,6,1,3,5,4,5
2013,4,5,5,5,2,2,4,6,1,6,9,4,4
2014,6,5,5,5,5,5,5,2,2,5,14,2,4
2015,4,5,5,8,5,8,5,6,4,4,17,4,6
2016,5,5,5,5,5,5,5,5,1,2,14,1,6
2017,6,4,4,4,5,2,4,6,1,1,10,4,4
2018,-1,5,5,5,5,2,1,3,1,1,17,3,-1
2019,4,4,5,4,5,8,5,4,2,2,12,3,5
2020,6,4,5,4,5,5,5,4,1,1,12,1,6
2021,6,5,5,4,5,4,5,5,4,6,10,4,6
2022,6,3,5,8,5,1,5,6,4,5,16,2,6
2023,6,5,5,8,5,5,5,3,2,3,12,2,4
2024,6,5,5,5,5,5,5,6,3,4,15,2,5
2025,4,4,4,8,8,4,4,6,1,3,12,2,4
2026,4,5,5,5,5,5,5,4,4,2,20,2,4
2027,4,1,2,1,1,1,2,2,4,2,3,4,5
2028,-1,5,5,5,5,1,5,5,5,-1,18,5,6
2029,5,5,5,5,5,5,5,5,5,5,12,1,2
2030,5,4,4,8,4,1,4,4,2,3,17,4,5
2031,4,4,5,8,8,4,5,4,4,4,11,3,3
2032,6,5,5,5,5,2,5,4,5,4,5,2,6
2033,-1,4,4,8,2,2,1,6,3,4,13,2,4
2034,3,2,2,2,-1,1,1,3,4,5,8,2,3
2035,1,5,5,5,5,5,5,4,4,1,18,2,1
2036,3,2,4,1,4,2,3,2,2,2,16,2,3
2037,4,3,5,2,4,2,4,5,2,5,22,2,5
2038,6,1,4,4,2,1,5,1,2,6,11,2,3
2039,6,5,5,5,5,5,5,6,4,4,12,2,6
2040,6,5,5,5,5,8,5,4,5,2,27,3,6
2041,4,3,5,1,5,5,5,5,1,3,11,4,4
2042,6,5,5,5,5,5,5,6,3,2,12,3,6
2043,6,5,5,5,5,5,5,4,5,5,18,5,6
2044,6,1,3,1,1,1,1,8,1,4,19,1,6
2045,6,5,5,4,5,1,5,5,2,5,14,1,6
2046,6,3,5,2,4,2,3,6,3,2,10,-1,6
2047,-1,2,5,5,5,5,5,3,1,1,17,3,6
2048,3,5,5,5,5,5,5,5,4,5,16,4,3
2049,5,4,5,1,4,8,2,4,3,5,13,3,4
2050,6,5,5,5,5,5,5,3,5,5,18,3,6
2051,-1,1,2,1,1,1,1,8,4,4,-1,4,6
2052,5,2,5,8,4,5,5,1,2,6,6,3,6
2053,6,4,4,8,4,8,5,6,2,4,7,2,3
2054,4,4,4,1,2,1,2,4,5,5,16,4,5
2055,3,5,5,8,2,2,5,4,2,5,17,3,1
2056,5,5,5,5,5,5,5,5,1,1,14,4,3
2057,4,5,5,5,5,5,5,6,6,3,16,5,6
2058,6,5,5,5,5,5,5,6,2,3,17,4,-1
2059,6,4,5,5,5,5,5,6,1,1,17,2,6
2060,6,2,5,1,2,5,5,1,2,1,16,3,4
2061,6,5,5,5,5,5,5,4,-1,5,12,4,5
2062,6,5,5,5,5,5,5,6,2,2,14,4,6
2063,4,4,5,1,2,1,4,5,5,6,12,4,5
2064,4,1,4,1,4,8,4,8,4,3,18,2,6
2065,6,2,4,1,2,8,2,3,3,3,20,3,6
2066,4,1,3,8,4,8,8,8,5,3,8,3,6
2067,1,5,5,5,5,5,5,5,4,4,15,5,1
2068,1,8,8,8,8,8,8,1,1,1,0,2,3
2069,-1,5,5,5,5,5,5,6,4,4,15,2,6
2070,6,4,4,5,5,2,2,4,4,5,10,4,6
2071,6,5,5,5,5,2,5,4,1,2,24,3,6
2072,4,2,4,4,4,4,4,3,3,4,22,2,3
2073,6,2,4,8,2,1,4,3,1,6,20,2,5
2074,6,1,3,1,2,1,2,8,6,6,18,2,6
2075,5,4,4,1,2,2,4,4,3,4,22,4,6
2076,4,1,2,1,1,1,4,1,6,6,6,2,6
2077,2,2,2,1,1,2,2,6,1,1,22,4,6
2078,2,1,2,1,1,1,2,8,1,4,19,2,3
2079,5,2,4,2,3,2,4,8,4,5,14,4,5
2080,5,2,4,2,2,2,3,8,4,5,16,4,5
2081,4,8,8,8,8,8,8,-1,-1,-1,-1,-1,4
2082,6,5,4,5,2,5,2,2,1,6,9,4,6
2083,6,2,2,2,1,1,8,8,1,6,12,4,6
2084,3,3,3,2,2,1,3,5,1,4,17,4,4
2085,5,5,5,5,5,8,5,6,5,5,17,4,5
2086,5,5,4,4,8,2,5,3,5,6,8,4,4
2087,-1,3,5,2,3,1,5,4,2,4,7,4,4
2088,6,1,5,5,5,5,5,1,6,6,31,5,6
2089,6,4,4,4,4,2,5,6,1,2,7,2,6
2091,3,2,5,5,5,5,4,1,3,1,26,3,6
2092,6,4,4,8,4,4,4,5,4,5,16,4,6
2093,5,2,5,8,3,1,2,8,5,5,12,3,5
2094,-1,4,5,5,5,5,5,5,4,2,17,2,6
2095,6,5,5,5,5,5,5,6,6,3,10,4,6
2096,6,5,5,5,5,5,5,3,5,3,1,4,6
2097,6,5,5,5,5,5,5,6,2,3,16,3,6
2099,-1,2,2,8,2,2,2,4,4,5,12,3,6
2100,6,5,5,8,5,5,5,1,4,5,20,3,6
2101,2,5,2,2,2,1,2,6,1,4,7,4,6
2102,6,4,4,3,4,1,5,5,2,3,13,3,6
2103,2,4,5,4,5,2,5,2,4,1,19,4,2
2104,6,4,2,2,2,2,3,4,1,3,10,5,6
2105,4,1,2,1,2,1,2,2,3,2,18,3,5
2106,5,3,8,8,8,8,8,6,6,5,17,4,5
2107,5,2,5,2,1,3,4,5,4,3,13,4,6
2108,6,5,5,5,4,4,4,5,2,1,13,4,6
2110,6,4,5,4,5,2,5,6,1,3,13,4,6
2111,-1,4,4,8,5,2,4,6,4,2,9,4,6
2112,3,2,4,1,1,1,4,8,1,4,16,5,6
2113,5,5,5,8,5,5,5,6,1,3,35,2,3
2114,-1,4,5,5,5,8,5,4,4,4,6,2,4
2115,4,2,2,1,1,1,2,1,4,6,14,2,4
2116,1,1,2,1,1,1,1,8,5,5,18,5,6
2117,6,1,3,2,1,2,2,1,1,4,45,5,6
2118,6,5,5,5,5,4,5,6,1,3,12,3,6
2119,5,5,5,2,8,2,5,3,3,4,12,5,5
2120,4,4,4,-1,4,2,5,5,4,5,5,4,4
2121,-1,1,4,2,2,2,2,2,1,4,12,5,6
2122,4,3,5,1,2,1,4,2,1,5,7,4,4
2123,5,4,5,8,8,4,5,5,4,5,10,4,6
2124,4,2,5,1,4,1,4,8,5,2,16,2,5
2125,4,5,2,8,2,1,8,3,1,1,12,4,4
2126,6,5,5,8,5,4,5,6,3,4,12,3,6
2127,2,1,2,1,2,1,2,8,1,1,25,4,6
2128,5,2,2,8,4,1,5,8,5,6,14,5,6
2129,-1,2,5,8,8,8,4,-1,6,6,13,5,1
2130,6,5,5,5,5,1,5,4,6,5,18,5,6
2131,6,5,5,5,5,5,5,5,2,5,24,3,6
2132,4,5,5,4,1,4,4,3,3,5,13,4,6
2133,4,4,4,1,2,2,2,5,3,4,6,2,4
2134,5,2,2,1,1,1,2,2,5,6,14,5,5
2135,5,3,4,4,3,3,3,4,2,4,7,3,6
2136,6,4,8,8,1,1,5,2,5,6,15,1,5
2137,6,5,5,5,5,5,5,5,1,1,13,4,6
2138,4,2,4,5,4,1,2,4,5,5,34,3,5
2139,5,1,4,5,1,2,2,8,4,5,20,4,4
2140,2,5,4,3,1,1,4,5,2,1,20,4,6
2141,4,5,3,8,8,3,8,5,3,4,10,4,5
2142,5,2,2,8,8,1,2,5,1,5,23,2,5
2143,6,2,4,1,2,2,8,8,5,5,19,4,6
2144,4,5,5,5,5,5,5,5,3,2,19,4,5
2145,4,4,4,4,5,4,8,1,5,6,12,3,6
2146,4,4,4,8,3,3,5,4,4,3,21,4,5
2147,3,4,5,5,2,1,5,3,3,3,11,3,3
2148,4,4,4,4,3,3,4,4,2,2,7,4,5
2149,5,3,4,3,5,5,5,6,2,4,30,3,6
2150,5,3,5,4,5,4,4,2,4,5,10,2,4
2151,6,5,5,4,4,4,5,6,5,5,4,2,6
2152,6,5,5,5,5,5,5,6,2,2,14,2,6
2153,6,2,5,1,5,2,5,3,1,3,13,2,1
2154,3,4,4,5,1,2,2,5,2,5,15,2,3
2155,5,4,4,4,5,3,2,5,3,3,16,4,5
2156,5,4,5,5,5,5,5,3,5,4,16,4,6
2157,6,5,5,5,5,2,5,6,1,1,9,4,6
2158,1,5,5,5,5,5,5,6,3,3,14,4,1
2159,6,5,5,5,2,5,8,6,4,3,10,4,5
2160,-1,4,4,5,5,2,5,1,3,5,12,2,6
2161,2,5,5,5,5,5,8,6,2,3,12,2,4
2162,6,5,5,8,4,5,5,6,5,4,15,3,6
2163,5,4,5,5,4,5,5,1,3,5,21,5,5
2164,6,5,5,5,5,5,5,6,3,3,13,4,6
2165,5,5,5,5,5,8,5,6,2,3,12,2,5
2166,-1,2,4,2,1,1,2,3,2,2,18,4,6
2167,5,2,4,1,2,1,5,5,3,3,15,2,6
2168,6,5,5,5,5,1,5,6,4,5,16,4,5
2169,-1,5,5,8,5,5,5,6,1,2,18,2,6
2170,5,2,4,8,4,4,4,1,4,4,12,3,5
2171,6,4,5,8,5,2,5,2,4,6,12,4,6
2172,6,4,5,4,4,4,4,4,4,5,19,3,6
2173,6,5,5,5,5,5,5,4,2,5,16,3,5
2174,4,2,5,8,5,4,4,1,3,3,14,2,4
2175,6,5,5,8,5,2,5,5,2,4,18,2,3
2176,4,3,4,2,4,1,4,3,4,4,24,4,6
2177,6,-1,5,5,5,-1,5,4,1,4,-1,4,6
2178,6,2,5,8,5,5,5,4,4,4,4,4,5
2179,4,2,2,8,8,1,2,3,4,4,19,4,5
2180,6,5,5,-1,5,5,5,4,4,4,31,4,6
2181,2,3,3,4,2,3,3,2,4,4,18,2,3
2182,3,3,3,3,3,3,3,2,2,4,22,3,3
2183,4,2,2,2,2,2,2,3,4,4,24,4,4
2184,6,2,2,1,2,1,2,3,3,2,14,3,6
2185,3,3,4,2,2,2,3,5,4,3,18,3,3
2186,6,4,5,8,4,2,5,2,2,5,6,4,6
2187,3,5,5,5,5,4,3,5,4,4,14,2,3
2188,6,5,5,8,5,3,5,4,4,4,4,2,6
2189,4,4,5,5,5,5,5,6,4,3,14,4,6
2190,5,2,4,2,4,4,4,3,2,5,15,4,6
2191,6,4,5,-1,2,1,5,6,3,4,14,4,6
2192,6,4,2,1,3,4,8,1,5,5,35,4,2
2193,6,5,5,5,5,5,5,6,1,1,17,4,5
2194,4,8,8,8,8,8,8,8,2,1,0,2,6
2195,-1,5,5,2,4,4,8,6,3,1,18,2,6
2196,4,4,5,2,2,4,4,4,2,5,17,4,-1
2197,4,5,5,5,5,5,5,6,4,4,9,4,4
2198,1,2,2,1,1,2,2,3,2,2,20,3,3
2199,6,5,5,8,5,4,5,6,4,4,13,2,5
2200,3,1,1,1,1,1,1,1,1,1,0,4,2
2201,4,8,8,8,8,8,8,-1,-1,1,99,2,3
2202,1,2,4,1,1,1,3,2,5,4,5,3,1
2203,3,8,8,8,8,8,8,8,1,6,10,4,1
2204,3,2,2,4,2,4,2,4,1,1,30,5,6
2206,6,4,5,8,8,5,-1,3,6,6,13,4,6
2207,6,5,5,5,2,2,2,6,4,5,16,4,5
2208,3,4,2,1,2,1,2,2,3,3,12,2,3
2209,6,2,4,4,2,2,8,3,2,3,30,4,6
2210,1,5,5,8,5,5,5,4,2,4,10,2,2
2211,6,5,5,5,5,5,5,6,3,3,-1,4,6
2212,3,2,5,1,2,4,4,5,4,5,13,2,3
2213,3,5,5,8,2,1,4,5,2,2,21,4,6
2214,6,2,2,2,2,2,2,1,3,5,15,2,3
2215,1,5,5,5,5,5,5,6,1,1,5,3,1
2216,4,5,5,8,2,1,1,4,1,-1,-1,5,6
2217,4,2,2,4,4,1,2,3,4,5,13,4,6
2218,5,5,5,4,8,4,8,6,2,2,25,4,5
2219,4,4,4,5,8,4,8,5,3,3,20,3,4
2220,1,5,5,5,5,5,5,6,1,1,17,4,1
2221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2222,6,1,1,-1,1,1,1,4,3,4,16,3,3
2223,5,3,5,4,8,5,5,3,2,4,16,4,5
2224,6,5,5,8,5,5,5,6,1,4,-1,2,6
2225,4,4,5,2,2,2,3,5,2,4,15,3,5
2226,5,1,4,4,1,1,4,1,1,5,20,3,4
2227,4,2,1,3,2,1,-1,4,5,3,99,4,4
2228,4,3,5,2,5,2,5,3,1,1,89,3,3
2229,1,2,5,1,2,1,2,6,3,1,9,4,4
2230,4,2,3,1,2,2,3,4,1,1,15,4,1
2231,6,5,5,5,4,4,5,5,1,2,13,4,6
2232,6,5,5,3,8,5,5,4,4,1,22,4,6
2233,-1,5,5,4,5,2,5,5,2,5,18,4,6
2234,3,4,4,8,2,2,2,6,3,5,21,2,4
2235,6,8,8,8,8,8,8,8,1,1,-1,3,6
2236,5,5,3,4,4,3,2,4,5,5,26,2,4
2237,6,4,5,5,3,2,4,5,1,4,22,4,5
2238,3,5,5,5,4,2,5,5,2,4,13,4,4
2239,1,5,5,5,5,5,5,6,1,1,12,3,6
2240,5,4,4,5,2,1,5,5,5,4,19,4,2
2241,4,5,4,8,2,2,5,1,3,2,17,4,6
2242,4,5,5,8,5,1,2,6,5,5,13,5,5
2243,-1,5,5,5,8,3,4,6,2,2,5,3,6
2244,6,5,5,8,2,2,8,6,2,2,7,4,1
2245,-1,5,5,5,5,5,5,5,4,4,5,4,6
2246,6,5,5,5,5,5,5,6,3,4,8,3,6
2247,6,5,5,5,5,2,4,6,4,5,19,4,6
2248,-1,5,-1,5,5,5,-1,4,1,1,-1,4,4
2249,6,5,5,5,5,5,5,3,1,3,-1,2,6
2250,5,4,5,8,5,4,5,6,3,3,13,3,6
2251,3,4,5,5,5,5,5,4,4,3,14,2,6
2252,6,5,5,5,5,5,8,6,1,1,-1,2,1
2253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,3,-1
2254,6,2,5,1,1,3,3,5,4,5,17,3,5
2255,5,3,4,2,3,2,4,5,3,4,13,3,5
2256,6,4,4,8,8,8,4,4,2,2,25,4,6
2257,6,4,5,8,5,8,8,5,5,2,21,5,6
2258,6,5,2,8,8,8,8,5,5,1,-1,2,3
2259,5,5,4,8,5,5,5,6,1,1,14,2,2
2260,6,4,4,1,3,3,5,5,4,5,17,4,6
2261,6,2,4,8,3,3,3,5,1,2,10,4,6
2262,6,3,3,3,3,3,3,6,1,1,16,4,6
2263,6,2,5,1,2,1,1,1,1,4,16,4,6
2264,5,1,2,8,1,2,2,8,5,3,19,2,4
2265,2,5,5,5,1,3,8,6,1,1,14,4,4
2266,6,3,2,4,2,2,2,-1,1,1,-1,-1,-1
2267,6,5,5,5,5,5,5,5,1,1,35,3,5
2268,3,3,4,1,2,2,3,5,3,2,21,5,5
2269,4,1,4,1,1,4,4,8,1,1,17,5,1
2270,6,3,5,8,8,5,5,6,4,5,15,2,6
2271,4,3,3,2,1,2,4,5,1,1,20,4,1
2272,2,4,4,8,2,4,8,5,1,4,23,4,3
2273,-1,1,1,2,3,2,2,6,1,6,99,5,6
2274,5,5,4,5,4,4,4,5,5,5,21,4,5
2275,6,2,2,2,3,1,2,2,2,5,23,4,6
2276,3,2,5,8,3,1,5,2,1,4,17,4,4
2277,5,4,4,3,4,4,4,3,2,1,14,4,5
2278,1,1,2,1,1,1,2,8,3,5,15,5,4
2279,-1,4,4,8,1,1,4,4,5,5,19,5,6
2280,6,2,5,5,8,5,5,2,1,5,14,4,6
2281,6,1,4,2,4,1,2,8,3,5,14,3,6
2282,6,8,8,8,8,8,8,8,1,1,-1,5,6
2283,3,4,4,5,4,3,3,1,3,4,25,4,3
2284,6,2,5,8,5,4,5,1,2,2,13,4,5
2285,6,5,5,5,5,5,5,6,1,1,12,4,6
2286,4,3,4,2,2,2,3,2,1,4,11,4,5
2287,6,5,5,5,5,5,5,6,2,3,25,5,6
2288,4,2,4,-1,5,4,2,8,1,2,7,2,6
2289,-1,5,5,5,4,2,5,4,2,6,18,4,6
2290,6,2,5,1,8,4,5,2,5,5,12,3,6
2291,6,4,5,4,5,4,5,5,4,5,30,3,6
2292,6,5,4,8,8,8,5,2,5,5,9,4,4
2293,3,2,4,1,2,1,2,2,4,5,21,1,4
2294,5,2,5,1,4,2,5,4,-1,-1,18,4,6
2295,6,5,5,4,8,4,5,5,1,5,19,3,6
2296,4,2,5,8,5,8,5,4,2,4,22,4,6
2297,-1,5,5,5,4,8,5,5,3,5,23,4,5
2298,-1,5,5,8,5,5,5,1,2,4,7,2,3
2299,5,1,4,8,2,2,3,3,1,3,16,2,4
2300,4,5,5,5,5,2,2,5,2,4,17,4,6
2301,-1,4,5,1,1,1,8,1,4,3,30,4,3
2302,4,1,4,2,1,1,2,8,3,4,16,4,4
2303,5,5,5,5,5,4,5,6,2,2,6,3,6
2304,1,2,2,2,2,2,2,1,1,1,-1,1,1
2305,1,1,1,1,1,1,1,1,4,2,32,3,2
2306,6,5,5,5,5,5,5,3,2,5,7,4,6
2307,3,4,4,1,1,1,1,4,4,-1,32,3,-1
2308,5,5,5,5,5,5,5,6,2,2,17,5,3
2309,6,5,5,5,5,5,5,6,6,6,20,4,2
2310,6,5,5,5,5,5,5,3,2,4,14,4,6
2311,2,2,2,2,1,1,2,5,2,2,11,2,2
2312,-1,1,1,1,1,1,1,6,3,1,0,3,1
2313,4,4,5,5,5,4,5,6,1,1,12,4,2
2314,1,2,2,1,1,4,1,3,1,1,19,2,1
2315,6,4,5,1,5,3,5,5,1,5,15,3,1
2316,1,8,8,8,8,8,8,1,1,1,99,1,6
2317,6,5,5,3,1,5,1,6,1,3,23,4,4
2318,5,5,5,5,5,5,5,2,6,5,16,4,6
2319,6,2,5,2,5,1,5,1,1,1,15,4,5
2320,6,8,8,8,8,8,8,-1,-1,1,99,3,6
2321,6,8,8,8,8,8,8,-1,-1,1,99,3,6
2322,5,5,5,3,4,2,5,5,2,1,21,3,3
2323,6,5,5,5,5,5,5,5,4,5,4,3,6
2324,5,5,5,5,5,5,5,6,2,2,32,4,5
2325,6,5,5,8,8,1,5,3,1,1,17,1,1
2326,6,5,5,5,1,4,5,3,1,3,99,4,1
2327,6,5,5,5,5,5,5,6,1,1,12,3,6
2328,6,5,5,5,5,5,5,4,2,2,13,3,1
2329,6,5,5,5,5,5,5,6,1,1,14,3,6
2330,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,5
2331,2,1,1,1,1,1,1,-1,-1,1,-1,5,6
2332,-1,1,2,1,2,1,2,-1,-1,-1,-1,-1,-1
2333,-1,8,8,8,8,8,8,8,1,1,0,1,1
2334,6,1,4,2,2,4,4,6,1,1,15,2,4
2335,6,1,1,1,1,1,1,6,1,5,10,5,6
2336,6,5,5,5,5,5,5,6,3,5,20,4,6
2337,2,1,2,2,2,3,2,3,3,2,0,2,3
2338,4,2,3,1,1,1,3,4,3,4,15,3,3
2339,1,1,2,1,2,1,3,1,1,1,18,2,4
2340,1,5,5,8,5,2,5,6,1,3,15,3,1
2341,2,1,8,3,2,2,5,3,4,3,0,3,2
2342,5,3,5,1,5,5,5,2,5,4,14,2,5
2343,2,5,5,5,5,5,5,6,1,1,15,4,3
2344,4,1,1,1,1,1,1,6,1,1,0,5,6
2345,4,5,5,8,2,1,4,5,2,2,13,3,2
2346,5,4,3,8,8,1,1,1,3,1,3,3,-1
2347,5,2,4,1,1,2,1,3,5,5,15,3,5
2348,6,2,3,1,1,1,4,6,1,4,12,2,3
2349,6,1,2,1,2,1,2,1,5,6,9,4,6
2350,5,5,5,5,5,5,5,6,5,4,19,2,4
2351,1,2,4,1,4,1,4,2,1,3,16,2,1
2352,6,3,5,8,8,8,5,3,2,2,14,2,3
2353,4,1,2,1,1,1,1,2,1,1,45,1,1
2354,6,5,5,5,5,4,1,6,5,5,12,4,6
2355,6,5,5,5,5,5,5,3,1,2,20,3,3
2356,6,1,2,2,1,1,1,1,1,4,29,4,5
2357,5,5,4,1,4,3,8,6,1,4,15,4,1
2358,6,3,4,4,4,4,4,6,1,1,16,4,5
2359,6,5,5,1,1,1,1,4,3,6,14,3,4
2360,3,1,4,1,2,1,3,1,-1,-1,15,4,-1
2361,4,5,5,2,5,1,4,4,2,3,16,4,3
2362,5,3,4,8,4,2,4,2,1,3,16,3,3
2363,4,5,4,2,2,2,2,5,3,3,10,4,-1
2364,6,5,5,5,5,5,5,6,6,1,17,4,1
2365,1,4,4,3,2,4,5,4,2,5,17,3,1
2366,3,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1
2367,6,2,3,1,1,1,1,1,3,3,10,3,6
2368,6,5,5,5,5,5,5,6,1,4,13,4,3
2369,6,3,4,2,2,2,4,4,1,6,14,5,6
2370,6,2,2,1,2,1,1,6,6,1,21,3,6
2371,6,5,5,5,5,5,5,6,1,4,14,2,6
2372,2,2,2,2,2,2,2,1,1,4,12,2,3
2373,5,5,5,5,5,5,5,3,1,5,19,4,2
2374,6,5,5,8,8,5,5,6,6,2,4,4,2
2375,6,4,4,8,4,2,2,5,1,4,15,4,5
2376,5,2,5,2,3,2,2,6,1,1,13,3,-1
2377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2378,5,5,5,5,5,5,5,5,4,2,25,4,5
2379,5,4,5,8,4,4,4,1,4,5,17,4,5
2380,6,5,4,4,4,4,5,3,6,4,31,4,6
2381,4,5,5,5,5,5,5,5,1,1,5,4,5
2382,3,1,4,1,3,3,2,1,3,3,20,4,6
2383,5,5,5,4,5,4,4,5,4,4,3,4,4
2384,6,5,5,5,5,5,5,4,4,3,5,2,4
2385,6,5,5,5,5,5,5,3,1,4,14,4,-1
2386,5,5,5,2,5,5,5,5,1,5,5,2,5
2387,6,5,5,5,5,5,5,2,5,5,19,4,6
2388,3,8,5,8,8,8,8,6,1,1,32,3,6
2389,6,5,5,5,5,1,5,6,5,5,10,4,6
2390,6,5,5,5,5,5,5,6,6,1,13,3,4
2391,5,1,1,2,1,2,1,6,3,3,10,5,5
2392,3,3,2,2,2,3,3,4,4,5,18,4,5
2393,6,2,5,1,5,5,5,3,2,4,99,3,4
2394,6,2,4,1,4,1,4,3,1,6,16,3,6
2395,2,4,5,8,4,4,5,6,4,4,15,3,2
2396,4,2,2,2,2,2,2,4,4,4,-1,4,5
2398,5,5,5,5,5,5,5,6,1,1,7,4,5
2399,6,5,5,5,1,1,5,5,1,1,-1,2,6
2400,3,4,4,1,1,4,4,6,3,1,16,4,6
2401,6,3,5,3,5,2,5,6,1,1,17,3,1
2402,6,5,5,5,5,5,5,1,3,4,18,3,6
2403,6,5,5,3,5,5,1,6,2,6,27,5,6
2404,2,1,5,1,3,3,5,2,1,1,13,2,3
2405,6,2,2,2,2,2,2,6,1,1,21,1,1
2406,-1,4,5,5,4,4,3,-1,-1,5,99,-1,6
2407,3,5,5,4,5,2,5,6,1,1,20,3,3
2408,6,5,5,5,5,5,5,6,1,3,12,5,6
2409,6,4,2,1,2,2,1,5,3,4,31,2,3
2410,6,2,4,1,2,4,5,2,1,1,17,4,3
2411,4,2,1,1,1,1,1,2,1,5,15,4,2
2412,2,2,2,1,1,1,2,1,1,2,17,4,2
2413,6,5,5,5,5,5,5,3,2,2,6,3,4
2414,3,4,5,5,4,5,5,6,2,5,5,4,2
2415,4,4,5,5,4,4,5,3,1,2,7,4,5
2416,3,5,5,5,5,5,5,5,2,2,14,4,-1
2417,2,5,5,5,5,5,5,6,1,4,20,4,1
2418,6,5,5,5,2,2,5,6,3,4,5,4,6
2419,6,2,5,5,-1,5,5,1,5,1,1,3,1
2420,6,5,5,5,3,3,5,3,1,1,32,4,6
