,q1a,q1b,q1c,q2b,q3b,q4a,q4b,q4c,q4d,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f
170,6,6,6,3,1,1,6,0,1,1,1,3,6,4,6,2,2,1,8,-1,1,3,3,3,3,1,2,3,3,3,3,1,2,3,3,3,3,1,2
171,5,1,2,3,3,1,5,1,6,1,1,1,3,6,5,1,1,1,1,1,1,1,4,6,5,1,2,1,3,6,5,1,2,1,2,6,5,1,2
172,4,1,5,2,3,1,2,1,3,6,3,6,4,5,6,1,1,1,2,2,1,1,4,4,4,1,1,2,4,4,1,1,1,1,4,2,3,3,1
173,3,4,3,3,-1,1,1,1,4,1,1,3,3,3,3,2,2,2,8,-1,1,2,3,-1,2,1,-1,2,3,2,1,1,2,2,3,2,1,1,2
174,1,6,6,5,5,1,6,1,6,1,3,1,6,4,6,8,8,8,8,8,8,2,2,2,3,3,4,2,2,2,2,2,2,4,4,4,4,4,4
175,6,6,6,2,2,1,2,1,6,4,2,3,6,6,6,1,1,1,1,1,1,5,5,5,5,5,5,4,4,5,6,6,4,5,5,5,5,5,5
176,2,3,2,3,3,1,1,1,4,4,3,4,3,5,4,2,2,2,2,2,2,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,2,4,2,3,3,1,6,1,6,2,5,6,4,6,6,1,1,1,2,2,2,2,3,6,6,3,4,2,3,6,6,1,2,1,2,6,6,2,2
178,1,7,7,-1,1,1,1,1,6,6,4,5,1,4,3,1,1,2,1,2,2,1,1,4,1,4,2,1,6,5,1,5,1,1,1,2,1,1,1
179,1,1,2,3,2,1,2,1,6,6,3,4,5,6,6,1,2,2,1,1,1,2,3,3,6,1,2,1,2,1,2,1,1,1,1,1,1,1,1
180,2,1,1,1,1,1,3,0,4,6,5,5,1,2,3,1,2,3,1,2,8,5,6,6,6,4,2,4,5,6,6,4,2,2,3,4,5,2,2
181,1,2,2,-1,-1,-1,2,1,5,3,1,3,1,3,3,1,2,2,8,8,2,1,2,3,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1
182,6,3,3,3,3,1,3,1,6,6,2,6,4,3,6,1,2,2,2,2,2,2,4,6,6,5,2,2,3,6,6,1,2,2,3,5,5,2,2
183,6,1,1,4,4,1,6,1,4,6,6,6,4,6,6,8,8,1,8,8,1,2,6,6,1,6,6,1,3,6,1,6,1,-1,2,-1,-1,-1,-1
184,1,1,1,2,3,1,1,1,5,6,3,6,3,2,5,2,2,1,1,8,1,1,4,5,6,6,4,3,6,5,4,6,3,3,6,6,6,4,3
185,1,1,1,3,-1,1,2,1,4,2,2,-1,4,4,5,8,8,2,8,8,1,2,3,4,6,5,3,1,2,1,1,1,2,1,1,1,1,1,1
186,3,2,2,2,2,1,1,1,1,4,2,6,4,2,6,1,1,2,8,8,1,2,3,3,3,2,2,3,3,3,4,3,2,1,2,2,3,1,1
187,4,2,3,3,-1,1,1,1,3,1,1,1,6,3,6,2,2,2,2,2,2,1,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188,6,3,6,3,3,1,4,1,6,5,4,5,5,5,5,1,1,2,1,1,2,2,2,6,6,2,5,1,2,3,2,1,2,1,1,2,2,1,1
189,6,4,6,2,-1,1,6,1,6,4,1,4,2,2,2,2,1,1,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
190,1,1,4,2,1,1,1,1,1,3,2,3,4,5,6,2,8,2,8,2,2,1,5,6,6,5,1,4,4,6,6,6,1,2,2,6,6,5,1
191,6,6,5,1,2,1,2,1,6,6,6,6,4,6,5,1,1,1,1,2,2,3,4,6,3,3,3,3,4,6,4,3,3,3,4,6,5,5,3
192,2,2,3,2,2,1,3,1,5,5,2,-1,3,6,3,2,1,2,1,1,1,2,2,-1,2,1,2,1,1,3,1,1,2,1,1,3,1,1,1
193,3,2,1,2,2,1,3,1,4,3,6,3,1,4,4,2,2,2,1,1,1,2,4,4,5,1,2,3,4,3,5,1,3,2,2,5,5,1,2
194,1,2,1,3,3,1,2,1,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
195,3,3,4,2,2,1,2,1,2,6,5,4,5,5,5,1,1,2,1,1,2,2,3,5,5,2,2,2,5,5,5,2,2,2,4,4,4,2,2
196,1,1,1,1,1,1,1,0,6,6,6,6,1,1,1,1,1,1,1,1,1,1,3,2,6,4,5,2,2,3,3,3,3,2,2,2,2,3,3
197,4,6,5,3,2,1,6,1,6,6,6,6,3,6,3,1,1,1,1,2,1,3,4,4,3,1,1,2,5,3,3,1,1,2,4,3,5,1,1
198,2,1,1,2,1,1,2,1,3,6,3,6,6,5,5,1,8,2,8,1,2,6,3,6,6,1,2,6,3,6,6,1,2,6,3,6,6,1,2
199,3,6,5,2,1,1,6,1,6,3,2,6,6,2,1,1,2,2,1,1,1,2,3,4,5,2,1,1,1,2,3,3,3,1,1,1,1,1,1
200,3,1,3,3,3,1,3,1,6,6,4,5,2,4,4,2,2,2,2,1,1,1,2,3,6,2,2,1,2,3,6,2,2,1,2,3,6,2,2
201,1,6,6,3,3,1,6,1,6,4,6,6,4,5,1,2,2,2,2,2,2,2,5,2,6,4,2,2,2,2,5,3,2,2,2,2,5,3,2
202,1,1,2,1,1,1,5,1,3,6,1,6,5,6,6,1,1,1,1,1,1,5,3,5,1,4,4,4,3,5,1,2,2,2,2,4,1,1,2
203,1,7,7,1,5,1,1,0,6,6,6,6,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,6,6,4,3,1,1,5,1,6,6,6,6,5,5,6,1,1,2,1,2,2,3,6,6,6,3,5,5,6,4,6,6,6,3,6,3,5,4,4
205,2,7,7,2,2,1,2,1,6,5,5,6,2,6,6,1,1,2,8,1,2,2,3,4,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1
206,2,1,1,2,3,1,3,1,3,4,4,6,5,4,4,1,-1,1,1,1,-1,2,4,3,6,3,1,2,4,3,1,3,1,2,2,2,1,1,1
207,3,7,7,1,1,1,2,1,2,4,3,2,4,3,3,2,2,2,3,2,3,2,5,6,6,4,3,2,6,6,6,4,2,2,4,4,4,2,2
208,1,7,7,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,4,3,2,3,-1,1,6,1,6,5,3,5,4,3,5,1,1,2,2,2,1,2,4,5,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2
210,1,7,7,1,3,1,1,1,2,2,2,2,1,1,3,2,2,2,2,2,2,1,1,3,4,1,1,1,2,3,3,1,1,1,1,2,2,1,1
211,1,7,7,2,2,1,1,1,3,3,2,5,3,2,1,1,1,1,2,2,1,1,1,6,6,4,1,1,1,6,2,1,1,1,1,1,1,1,1
212,1,7,7,1,3,1,1,1,1,6,3,-1,1,1,1,2,2,2,2,2,2,1,1,4,4,1,1,1,1,4,4,1,1,1,1,4,4,1,1
213,1,1,1,3,3,1,3,1,6,6,2,5,5,6,6,2,1,1,8,8,1,2,3,5,6,1,3,1,2,1,2,1,1,1,1,1,1,1,1
214,1,1,6,3,3,1,3,1,6,6,5,6,6,6,6,1,2,2,2,1,1,3,6,3,5,1,2,2,6,2,3,1,2,2,6,2,1,1,2
215,2,1,1,2,-1,1,2,1,2,4,2,2,5,4,6,1,1,1,1,1,2,3,3,4,5,2,2,3,3,3,4,1,2,1,2,1,3,1,1
216,2,1,4,3,2,1,5,1,6,6,4,5,4,4,4,1,1,2,2,1,1,3,6,4,2,4,3,2,4,1,2,3,2,3,5,4,2,4,2
217,1,2,2,2,2,1,2,1,5,6,5,6,5,6,4,1,2,2,1,1,2,2,5,3,6,2,1,1,2,1,1,1,1,2,6,3,6,1,2
218,1,1,1,3,2,1,1,1,5,5,4,6,6,6,6,1,1,2,1,1,3,2,4,3,5,3,1,1,4,3,3,1,1,1,4,2,3,1,1
219,1,1,2,1,1,1,2,1,2,6,5,5,1,4,3,1,1,1,1,1,2,3,6,6,6,2,2,2,3,6,6,2,2,2,3,6,6,2,2
220,1,3,4,1,2,1,1,1,3,5,4,5,1,4,2,1,1,1,1,1,2,1,3,2,6,2,1,1,4,3,6,5,2,1,3,2,6,2,2
221,2,3,6,-1,1,1,1,1,5,3,4,4,1,4,4,1,2,2,2,2,2,2,3,3,4,3,2,1,1,2,2,1,1,1,1,1,1,1,1
222,1,2,2,3,-1,1,1,1,6,6,2,6,1,1,6,2,1,2,2,2,1,2,1,6,6,6,5,1,2,5,5,1,2,1,2,1,3,1,1
223,2,1,3,1,1,0,1,0,2,4,3,4,5,5,5,1,1,1,1,1,2,3,5,4,6,1,2,2,4,3,6,1,2,3,5,4,6,1,2
224,2,3,4,3,2,1,3,1,4,5,3,3,6,6,6,1,1,1,2,1,1,2,3,4,6,6,6,5,4,5,6,2,6,2,3,3,4,4,2
225,1,1,4,3,2,1,2,1,5,4,3,4,4,4,5,2,2,2,2,1,2,2,5,4,4,1,4,1,1,1,2,1,2,2,2,2,2,1,2
226,2,2,1,3,-1,1,1,1,1,4,5,6,2,5,5,8,8,1,8,8,1,2,2,3,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1
227,1,2,5,2,1,1,2,1,2,6,4,5,4,4,4,1,1,2,1,1,2,2,4,5,5,2,3,2,2,5,2,1,3,2,2,4,4,1,2
228,1,1,1,3,-1,1,1,1,5,6,3,6,6,6,6,1,1,1,1,1,2,3,6,6,6,2,3,2,2,6,6,6,2,3,6,6,6,6,2
229,5,2,3,2,2,1,1,1,6,6,3,6,6,6,6,2,1,2,1,8,1,2,5,4,6,6,3,4,5,1,3,4,2,3,3,1,4,4,2
230,3,6,5,1,2,1,1,1,5,6,6,5,5,5,5,1,1,1,1,1,1,2,2,1,6,6,3,2,6,1,6,6,3,2,6,1,6,6,3
231,3,1,1,3,3,1,1,1,4,4,3,4,3,3,3,-1,-1,-1,-1,-1,-1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,6,2,2,1,1,1,2,1,4,5,3,6,3,4,4,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,2,1,1,1,1,1,2,1,1
233,2,1,5,4,2,1,5,1,6,2,2,4,4,6,6,1,1,1,1,1,2,2,3,3,3,2,2,3,3,3,4,2,2,1,1,1,3,1,1
234,1,6,4,2,1,1,4,1,6,1,2,6,3,6,5,-1,-1,-1,-1,2,1,1,4,4,6,2,1,1,2,2,6,2,1,1,1,1,1,1,1
235,6,2,3,3,4,1,2,1,6,3,4,6,4,4,6,2,2,2,1,1,2,2,4,5,5,2,2,2,4,4,4,4,2,2,4,4,4,4,2
236,6,4,6,2,2,1,3,1,6,6,3,3,2,3,3,1,1,1,1,2,1,2,4,4,5,5,3,2,2,5,5,5,2,2,3,5,5,5,2
237,1,1,1,3,3,1,1,1,3,5,4,5,5,5,4,2,2,2,2,2,2,1,1,6,6,6,2,1,3,4,5,5,4,3,4,4,4,4,3
238,6,1,1,4,-1,-1,6,1,6,6,6,3,6,6,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
239,1,3,4,3,3,1,2,1,3,5,4,5,4,4,4,2,2,2,2,2,2,1,2,4,6,3,2,2,3,3,6,5,4,3,3,5,6,5,3
240,1,7,7,3,3,1,1,1,1,1,1,4,3,3,3,2,2,2,2,2,2,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,1
241,1,7,7,5,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,1,7,7,4,4,1,4,1,6,2,2,5,2,5,2,1,2,2,1,1,2,1,1,4,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1
243,2,2,3,3,3,1,2,1,5,5,4,4,3,5,4,2,1,3,1,1,1,1,2,5,2,1,1,2,2,5,1,1,2,2,2,5,2,2,2
244,6,6,6,1,1,1,-1,1,6,6,1,6,6,6,6,2,2,2,2,2,2,1,4,6,6,-1,2,1,1,1,1,1,1,1,1,1,1,1,1
245,1,3,2,3,3,1,2,1,6,4,2,5,3,6,6,2,2,2,2,2,2,1,2,2,6,1,1,1,2,2,6,1,1,1,2,2,6,1,1
246,1,3,2,2,1,1,1,1,6,4,2,3,3,2,3,1,1,1,1,1,2,2,5,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1
247,3,1,1,3,3,0,1,0,1,4,2,3,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1
248,5,2,2,2,2,1,2,1,6,5,3,5,4,5,5,1,2,2,1,1,2,2,3,6,6,6,2,2,3,3,2,2,2,2,3,2,6,2,2
249,6,4,3,3,3,1,2,1,2,1,1,3,5,3,5,2,2,2,2,2,2,2,5,3,3,2,2,2,5,3,3,1,1,2,5,3,3,1,1
250,2,1,3,-1,2,1,4,1,6,1,4,4,3,3,3,-1,-1,-1,-1,-1,-1,1,2,1,6,1,1,1,2,1,5,2,1,1,2,1,4,4,1
251,1,3,3,1,1,1,1,1,2,6,6,6,2,4,4,1,1,1,1,1,2,3,4,3,6,3,1,3,2,3,6,1,2,1,1,2,6,1,1
252,1,5,4,2,-1,1,2,1,6,4,5,6,3,5,5,2,2,2,2,2,2,2,5,5,5,1,2,2,2,6,6,1,2,-1,-1,-1,-1,-1,-1
253,-1,2,2,-1,-1,1,1,1,6,4,3,4,3,4,4,2,2,2,2,2,2,1,3,2,2,1,1,3,4,4,4,2,1,1,1,1,1,1,1
254,1,2,6,3,3,1,5,1,6,6,5,4,2,5,4,1,1,1,1,1,1,1,3,5,5,5,2,1,2,5,5,5,2,1,4,5,5,5,2
255,1,5,3,3,2,1,1,1,6,6,6,6,1,3,2,1,1,1,8,8,2,1,3,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1
256,6,3,3,-1,2,1,1,1,1,2,2,2,6,6,6,1,1,1,1,2,2,1,1,4,6,1,2,1,1,4,6,1,1,1,1,4,6,1,1
257,1,1,1,2,1,1,1,1,6,6,2,4,3,6,4,2,1,1,1,1,2,2,5,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1
258,3,2,3,2,1,1,6,1,6,6,6,6,3,6,3,1,1,1,1,1,1,2,4,6,4,4,2,2,2,6,5,4,2,2,3,6,-1,4,2
259,3,4,1,2,2,1,1,1,6,6,6,6,1,1,1,2,2,2,3,1,8,3,6,1,4,3,3,1,3,2,6,5,5,1,3,3,6,6,6
260,1,1,1,3,1,-1,2,1,3,6,2,6,1,6,6,1,1,2,1,1,1,1,2,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1
261,1,1,2,1,1,1,3,1,2,4,2,4,5,6,6,1,1,2,2,2,2,1,4,6,6,2,1,1,6,6,6,2,1,1,3,6,6,2,1
262,-1,-1,-1,-1,-1,-1,1,1,5,6,2,6,6,6,6,1,1,1,1,1,2,4,5,3,4,2,2,1,3,5,5,1,1,2,4,3,4,1,1
263,6,3,3,3,1,1,5,1,6,6,5,5,4,5,5,2,2,2,2,2,2,3,3,6,6,3,3,2,2,5,6,3,3,3,3,5,6,3,3
264,1,3,3,3,3,1,5,1,6,5,5,5,5,6,6,2,8,2,8,2,1,1,2,6,6,1,1,1,2,6,6,1,1,1,2,6,6,1,1
265,1,6,6,2,-1,1,1,1,4,5,3,4,2,3,3,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,-1,1,1,1,1,1,1,1,1
266,4,3,1,1,1,1,3,1,6,2,1,5,6,5,5,1,1,2,1,2,1,3,2,6,6,2,3,2,4,5,6,4,2,3,2,5,5,5,2
267,1,6,6,-1,-1,1,6,1,3,6,3,6,3,3,5,2,2,2,2,2,1,2,3,6,6,4,2,2,2,6,6,1,1,1,1,1,1,1,1
268,2,4,5,2,2,1,6,1,6,6,6,6,2,6,5,1,1,2,3,3,1,4,4,6,6,3,5,4,4,4,6,1,5,4,4,4,6,1,5
269,2,1,1,-1,-1,1,2,1,1,5,5,5,3,3,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,2,2,3,3,5,4,2,1,1,1,1,1,1
270,1,2,2,2,1,1,1,1,3,2,3,1,2,2,1,1,1,1,1,1,2,5,4,4,6,6,2,5,4,4,5,5,2,5,4,4,5,3,2
271,6,1,1,2,2,1,6,-1,1,6,6,6,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
272,6,3,4,1,2,1,1,1,6,6,5,6,4,4,6,1,1,1,-1,-1,2,3,4,5,6,1,2,3,4,6,6,1,2,3,4,6,6,1,2
273,6,4,3,2,2,1,6,1,6,6,4,6,6,6,6,1,1,1,1,1,1,2,3,4,4,4,4,3,3,6,6,4,3,3,3,3,5,3,3
274,1,6,6,3,3,1,3,1,1,1,1,4,1,3,1,2,2,2,2,2,2,1,1,3,6,1,1,1,1,6,6,1,1,1,1,6,6,1,1
275,1,7,7,-1,-1,1,3,1,3,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276,4,1,5,1,1,1,2,-1,1,5,1,5,2,6,4,1,1,1,1,1,2,2,3,4,3,1,1,1,3,3,3,1,1,2,2,2,3,1,2
277,2,3,4,-1,-1,1,2,1,6,2,3,3,3,5,6,2,2,2,2,2,2,1,3,3,4,3,2,2,3,2,3,3,2,1,3,3,3,3,1
278,3,6,1,3,3,1,6,1,6,6,2,6,6,6,6,1,1,2,3,3,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
279,3,3,2,3,3,1,1,1,6,3,6,5,4,5,5,1,1,1,1,1,2,2,3,4,6,1,3,2,3,4,5,1,3,2,3,4,5,1,3
280,2,1,4,3,-1,1,1,1,1,6,6,6,3,3,3,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1
281,1,3,3,2,2,1,1,1,6,3,6,6,4,6,6,2,2,2,2,2,2,4,3,3,6,3,4,3,3,3,6,3,4,-1,-1,-1,-1,-1,-1
282,6,2,2,2,2,1,6,1,4,6,3,6,3,4,3,1,1,1,1,1,1,1,3,6,3,1,2,1,1,3,4,1,1,1,2,3,5,1,1
283,4,2,5,1,1,1,1,1,4,4,4,4,4,2,6,1,1,1,1,1,2,3,4,4,6,5,1,3,4,5,6,1,1,1,2,6,6,1,1
284,2,1,2,2,1,1,1,1,2,6,6,6,2,6,6,-1,-1,-1,-1,-1,-1,1,6,2,5,3,1,2,6,5,4,6,1,2,6,4,6,1,1
285,6,6,6,3,3,1,2,1,6,3,3,3,3,3,6,2,2,2,2,2,2,4,3,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2
286,6,2,5,2,2,1,1,1,6,6,4,5,3,5,5,1,1,1,1,1,1,3,4,6,1,1,2,3,4,6,5,1,2,3,4,6,2,1,2
287,2,4,4,3,3,1,1,1,6,4,1,4,4,4,6,1,1,1,2,2,1,1,2,4,6,1,1,1,1,4,6,1,1,1,2,4,6,1,1
288,5,6,2,2,1,1,6,1,6,6,2,6,3,6,6,1,1,1,1,1,2,6,6,6,6,5,6,4,4,6,6,3,6,5,5,6,6,3,6
289,2,6,6,1,1,1,6,1,6,6,6,6,1,6,6,1,1,1,1,1,1,2,2,6,6,1,2,2,2,6,6,1,2,-1,2,6,6,1,2
290,6,6,2,-1,2,1,2,1,5,5,5,6,2,2,3,1,2,2,1,2,2,2,6,6,-1,2,3,2,6,6,5,2,3,2,3,6,5,2,3
291,3,3,3,1,2,1,2,1,6,6,2,6,6,6,6,1,2,2,1,8,8,4,6,4,6,1,2,6,6,6,6,6,6,6,6,6,6,6,2
292,1,2,1,-1,-1,1,6,1,3,6,2,5,1,2,2,2,1,3,2,1,1,1,2,5,5,2,2,1,2,5,5,2,2,1,2,6,5,2,2
293,4,4,3,3,2,0,4,0,1,1,1,1,6,6,2,1,-1,2,1,8,1,2,5,1,3,3,2,2,3,2,3,3,3,3,6,3,6,1,2
294,2,2,6,2,3,1,2,1,6,6,3,6,3,4,5,1,2,2,1,2,2,1,5,3,5,2,1,1,4,4,5,4,4,4,4,1,5,4,4
296,1,2,2,2,2,1,1,1,6,6,2,6,4,4,5,1,1,1,1,1,1,1,2,4,6,3,5,1,2,1,6,2,5,1,1,1,5,2,1
297,2,3,3,2,3,-1,1,1,2,4,5,2,3,6,3,2,1,1,1,1,1,1,5,5,1,5,2,2,4,5,1,5,1,2,4,2,1,1,1
298,4,1,4,2,3,1,1,1,3,6,6,6,3,3,5,1,1,2,1,1,2,1,5,6,6,5,2,1,5,6,6,5,2,1,5,6,6,5,2
299,2,3,4,3,2,1,1,1,6,6,6,6,3,6,3,1,1,2,1,1,1,4,6,6,6,6,6,2,2,6,6,6,6,4,5,5,5,1,2
300,6,6,4,3,2,1,1,1,1,2,2,1,2,1,5,1,1,2,1,1,3,1,2,5,6,2,1,1,2,6,6,1,1,1,2,4,6,1,1
301,1,1,-1,-1,-1,1,1,0,3,5,1,4,1,4,4,-1,-1,-1,-1,-1,-1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,-1,1,1
302,4,6,6,-1,2,1,5,-1,5,5,5,3,2,2,3,1,1,2,3,3,1,1,3,4,6,1,2,3,3,4,6,1,2,2,3,3,6,1,1
303,1,3,2,1,1,1,6,1,2,6,2,5,2,2,5,1,2,2,2,2,1,2,3,3,4,1,2,3,4,3,5,1,3,2,2,3,3,1,1
304,2,3,5,1,2,1,2,1,5,6,1,4,3,6,6,1,1,1,1,1,1,2,5,2,6,2,1,2,2,1,5,1,1,2,4,1,5,1,1
305,1,7,7,1,1,1,6,0,3,3,3,2,1,2,2,1,3,2,1,8,1,1,1,1,1,1,1,3,3,4,4,1,2,1,1,1,1,1,1
306,6,4,4,1,1,1,1,1,6,6,6,4,5,6,6,1,2,2,1,1,1,2,5,3,6,3,3,2,5,3,6,3,3,2,5,3,6,3,3
307,6,2,3,1,-1,1,6,1,6,6,4,6,2,6,6,1,1,1,1,2,1,1,2,6,6,6,2,1,6,6,6,6,2,1,6,6,6,6,2
308,1,3,2,1,1,1,3,1,6,6,1,6,5,6,6,1,1,1,1,1,1,2,5,3,6,1,1,1,1,1,1,1,1,1,4,4,3,1,1
309,1,5,3,1,1,1,1,1,6,5,2,3,3,2,3,1,1,2,1,1,1,2,4,5,6,1,2,2,1,1,3,1,3,2,1,1,2,1,3
310,1,1,2,2,-1,1,2,1,6,6,-1,6,2,5,6,2,2,2,2,2,2,1,3,2,2,1,2,1,1,3,2,1,2,1,1,1,1,1,1
311,1,6,6,3,2,1,2,1,6,2,1,4,2,3,3,2,2,2,2,8,1,1,2,3,6,2,2,1,2,3,5,1,1,1,2,3,5,1,1
312,4,6,6,3,4,1,4,1,6,6,6,5,5,5,6,2,1,1,8,8,1,1,4,5,6,1,2,1,6,6,6,1,2,1,5,5,6,1,-1
313,1,1,1,3,3,1,2,1,6,6,1,6,6,6,6,2,2,3,8,8,1,2,6,6,6,6,2,2,6,6,6,6,3,2,6,6,6,6,2
314,6,1,1,2,2,1,3,1,2,5,4,6,3,3,5,8,8,2,2,2,3,2,3,6,6,5,4,2,3,6,6,3,3,2,3,6,6,3,3
315,4,2,4,2,2,1,5,1,6,6,6,6,3,4,3,1,1,1,1,1,2,1,2,4,6,2,1,3,3,2,1,1,3,1,3,1,2,1,2
316,1,3,2,2,2,1,3,1,3,3,1,3,2,2,2,1,1,1,1,1,2,2,4,5,6,1,2,2,5,5,4,1,2,1,1,3,1,1,1
317,3,3,3,1,2,1,6,1,6,6,4,5,2,6,6,1,1,1,1,1,1,2,3,2,1,1,1,3,4,6,6,6,1,4,6,6,6,4,1
318,6,3,5,3,2,1,4,1,6,6,3,6,6,6,6,2,2,2,2,1,1,2,5,5,6,3,5,2,5,5,6,4,5,2,5,5,6,4,5
319,5,1,1,3,3,1,6,1,6,6,3,6,6,3,6,1,1,1,2,2,1,1,2,3,3,3,2,2,3,4,3,1,1,3,3,3,3,3,1
320,6,6,6,1,1,-1,3,1,2,-1,-1,-1,-1,-1,-1,1,1,3,2,2,2,3,4,5,6,1,3,3,4,5,5,1,3,3,4,4,4,1,3
321,2,1,2,2,1,0,2,1,6,6,-1,6,4,5,6,1,1,2,1,1,1,2,6,5,6,3,1,1,5,3,6,1,1,1,6,5,6,3,1
322,3,7,7,-1,1,1,2,1,2,6,4,4,2,3,4,1,1,1,1,1,2,2,3,4,2,2,1,2,2,5,2,1,1,2,2,1,2,1,1
323,6,6,6,2,-1,1,3,1,3,6,5,6,4,4,4,1,1,2,3,2,2,1,3,2,6,1,4,3,3,3,3,3,3,1,2,2,2,2,2
324,-1,4,3,3,2,-1,4,1,5,3,2,4,2,4,6,1,1,1,1,1,2,2,3,5,1,2,2,2,2,5,1,2,2,2,2,5,1,2,2
325,2,6,5,-1,1,1,1,1,6,6,6,6,1,4,4,1,1,1,1,1,1,1,3,1,6,1,1,1,2,1,1,1,1,1,3,1,6,1,1
326,2,3,4,-1,-1,1,6,-1,6,2,2,3,3,3,3,2,2,2,2,2,2,2,3,3,5,1,2,2,3,2,2,3,3,2,3,2,3,3,2
327,2,6,6,-1,-1,1,1,1,2,2,2,2,2,5,5,-1,-1,2,-1,-1,-1,2,4,6,6,1,3,1,6,5,6,1,3,1,1,1,1,1,1
328,2,1,1,2,2,1,4,1,6,6,3,5,2,6,5,1,2,1,1,2,1,2,3,2,3,2,2,3,3,3,5,3,2,1,2,1,2,1,1
329,1,2,6,3,3,1,3,1,6,6,6,6,4,6,6,1,1,2,1,1,2,2,6,6,6,2,2,1,3,4,6,4,1,1,1,3,3,1,1
330,6,1,5,3,2,1,2,-1,6,5,3,3,6,6,6,2,1,3,1,1,3,3,6,6,6,4,5,2,3,6,6,4,3,3,6,6,6,5,6
331,1,3,3,3,4,1,6,1,6,6,6,6,6,3,5,-1,2,2,2,2,2,2,2,6,6,1,2,2,-1,1,2,1,2,2,2,2,2,1,2
332,6,1,1,2,2,1,3,1,6,6,2,6,6,6,4,1,2,2,1,2,1,1,4,4,5,2,2,1,5,5,5,1,1,1,4,4,4,4,4
333,6,4,2,2,2,1,3,1,6,6,6,3,3,3,1,1,1,1,1,2,1,2,2,6,2,1,2,2,2,5,5,2,2,1,6,6,6,2,2
334,6,6,6,1,1,1,3,1,6,1,1,1,6,5,3,2,1,2,1,1,2,1,3,5,5,1,2,2,3,5,5,1,2,2,3,5,5,1,2
335,3,2,2,-1,2,1,1,1,1,2,1,3,2,2,4,2,2,2,2,2,2,1,1,6,6,1,1,1,1,6,6,1,1,1,1,3,6,1,1
336,6,2,4,4,4,1,6,1,6,6,3,5,6,5,-1,2,2,2,2,2,2,1,5,6,6,5,5,2,3,4,5,5,1,2,5,5,6,5,5
337,1,7,7,-1,-1,1,1,1,1,3,3,3,1,1,1,2,1,1,2,2,2,1,1,3,4,4,4,2,2,2,2,2,2,3,3,3,3,3,3
338,2,2,2,2,3,0,2,-1,3,4,1,3,2,2,4,-1,2,1,3,2,2,1,4,2,5,6,2,2,4,3,6,2,1,1,2,3,4,5,6
339,6,5,4,3,2,1,2,1,1,6,6,6,4,6,5,1,2,2,1,2,1,1,1,3,6,3,3,1,1,2,4,1,5,1,1,5,6,3,3
340,3,3,2,3,1,1,1,1,6,6,5,6,1,6,4,1,1,1,1,1,1,2,2,2,2,4,4,1,2,4,2,4,4,1,2,1,1,1,1
