,q11a,q11b,q11c,q11d,q11e,q12a,q12b,q12c,q12d
2699,4,4,4,4,4,7,7,4,8
2700,-1,-1,-1,-1,-1,-1,-1,-1,-1
2702,4,4,3,2,2,1,8,3,1
2703,2,3,2,2,2,7,3,5,2
2704,2,3,1,1,2,1,8,1,1
2705,4,4,3,4,4,-1,-1,5,4
2706,4,4,4,4,4,7,7,1,-1
2707,1,1,1,1,1,1,8,7,1
2708,3,3,3,3,3,8,8,7,4
2709,3,3,2,3,3,8,3,1,2
2710,3,3,3,3,2,8,8,3,4
2711,4,4,4,4,4,8,8,1,6
2712,3,3,3,3,4,8,1,4,4
2713,4,4,4,4,4,1,8,7,8
2714,1,2,1,2,3,7,6,4,1
2715,4,4,4,4,4,8,7,6,8
2716,4,4,-1,4,4,7,1,4,2
2717,-1,-1,-1,-1,-1,-1,-1,-1,-1
2718,4,4,4,4,4,7,7,1,8
2719,4,4,4,4,4,1,1,4,4
2720,4,3,3,3,3,1,8,5,1
2721,4,4,4,4,4,8,8,7,7
2722,4,4,4,4,3,-1,8,6,8
2723,4,4,4,4,4,8,8,7,8
2724,3,3,1,3,3,8,8,5,2
2725,4,4,4,4,3,1,-1,7,6
2726,4,4,4,4,4,1,8,4,8
2727,3,3,4,3,3,7,8,7,8
2728,4,4,4,3,3,1,8,1,4
2729,1,1,1,1,1,7,5,4,1
2730,4,4,4,4,4,7,7,2,8
2731,3,3,3,3,3,7,7,4,3
2732,4,3,4,3,2,8,8,-1,6
2733,2,3,1,2,3,1,1,3,4
2734,4,4,4,4,4,7,8,2,8
2735,3,4,1,3,2,-1,-1,-1,3
2736,4,4,4,4,4,8,8,4,7
2738,4,4,4,4,4,8,8,7,8
2739,4,4,1,3,3,8,8,1,3
2740,1,1,1,1,1,7,3,2,2
2741,1,4,2,3,4,8,8,5,1
2742,4,4,4,4,4,8,8,5,6
2743,3,3,3,3,3,2,2,2,4
2744,2,4,3,3,4,8,8,4,4
2745,3,3,2,3,3,8,8,3,4
2746,4,4,3,3,3,1,1,7,4
2747,2,3,4,2,4,8,8,1,6
2748,3,4,4,4,4,1,8,5,7
2749,2,3,3,4,3,2,2,1,7
2750,2,3,2,2,1,8,8,1,2
2751,4,4,2,3,4,8,8,1,3
2752,1,1,1,1,1,8,5,1,1
2753,4,3,2,3,4,8,7,2,1
2754,4,4,1,3,3,1,8,4,3
2755,4,4,4,4,4,-1,8,6,6
2756,-1,-1,-1,-1,-1,-1,-1,1,2
2757,2,4,2,3,4,8,8,2,5
2758,4,4,4,3,4,2,8,4,5
2759,1,2,1,1,1,1,6,5,2
2760,3,4,2,3,4,8,8,6,4
2761,2,2,1,1,1,1,7,4,2
2762,4,4,3,3,4,1,8,6,7
2763,2,1,1,1,1,8,8,2,3
2764,2,3,2,2,2,2,2,4,5
2765,3,2,2,4,3,2,2,3,5
2766,1,1,1,1,1,1,7,1,2
2767,1,1,1,1,1,8,7,1,1
2768,2,4,3,3,3,1,1,4,1
2769,4,4,4,4,4,2,2,7,8
2770,1,2,1,2,2,2,6,4,5
2771,4,4,4,4,4,8,8,3,5
2772,2,2,2,2,2,7,7,4,1
2773,3,3,3,3,2,8,1,1,5
2774,2,3,2,3,3,8,7,4,3
2775,4,4,4,4,4,2,2,3,8
2776,2,2,2,3,3,2,2,3,4
2777,3,3,3,3,3,-1,-1,5,2
2778,4,4,4,4,3,8,8,3,7
2779,3,4,2,4,4,8,8,1,4
2780,3,3,3,3,3,8,8,6,8
2781,3,2,1,1,1,1,7,1,1
2782,1,1,1,-1,1,2,6,1,1
2783,4,4,4,4,4,8,8,7,8
2784,2,3,1,2,2,2,8,2,5
2785,4,4,4,4,3,8,8,5,8
2786,4,4,4,4,4,8,8,1,8
2787,2,2,2,2,2,1,7,4,1
2788,2,3,1,3,3,2,7,3,1
2789,3,3,4,3,3,2,2,5,7
2790,3,3,2,-1,2,2,2,4,4
2791,1,2,2,2,2,8,7,4,1
2792,2,3,3,3,3,8,8,4,7
2793,1,1,1,1,1,3,8,3,1
2794,1,4,3,1,1,8,7,7,1
2795,4,4,3,4,4,8,8,5,7
2796,1,1,1,1,1,6,7,1,1
2797,1,3,1,1,1,2,5,4,1
2798,-1,-1,2,4,1,1,8,4,3
2799,3,2,1,2,1,2,7,3,3
2800,4,4,4,4,4,2,2,6,7
2801,3,3,1,1,1,1,8,1,2
2802,1,2,2,2,2,2,6,4,3
2803,3,3,2,3,2,2,2,1,3
2804,1,1,1,1,1,1,7,1,1
2805,2,3,3,3,2,1,1,3,5
2806,1,1,1,1,1,8,6,1,1
2807,3,3,2,3,3,8,8,5,5
2808,3,1,2,4,4,7,7,4,2
2809,3,-1,3,3,3,8,8,2,2
2810,1,1,1,1,1,2,7,4,1
2811,-1,-1,-1,-1,-1,-1,-1,-1,-1
2812,1,2,2,3,3,1,7,7,1
2813,4,4,4,3,4,8,8,-1,6
2814,4,3,3,3,3,1,7,-1,4
2815,4,4,3,3,3,2,2,4,6
2816,3,3,3,4,4,8,7,3,5
2817,4,4,4,4,4,8,8,7,-1
2818,4,4,3,3,4,8,8,3,6
2819,3,2,2,3,3,1,7,-1,3
2820,1,1,1,1,1,8,-1,3,3
2821,1,1,1,4,4,1,7,1,1
2822,3,3,3,3,3,2,7,2,1
2823,3,3,2,-1,3,8,8,6,1
2824,-1,-1,-1,-1,-1,-1,-1,-1,-1
2825,1,1,1,1,1,1,7,4,1
2826,1,4,4,2,3,8,7,4,4
2827,1,1,1,1,1,8,8,4,1
2828,1,1,1,1,1,3,5,6,1
2829,-1,-1,-1,-1,-1,-1,-1,3,3
2830,3,3,3,3,3,-1,-1,-1,-1
2831,3,3,2,3,3,2,8,4,4
2832,3,3,2,3,2,1,7,1,1
2833,4,4,4,4,4,8,8,-1,7
2834,-1,-1,-1,-1,-1,-1,-1,1,1
2835,2,2,2,2,2,1,7,4,2
2836,2,3,3,3,2,8,8,4,3
2837,4,4,2,2,3,1,-1,5,3
2838,3,1,1,3,3,7,7,7,6
2839,2,3,2,-1,3,7,7,3,2
2840,3,3,4,2,2,8,7,1,1
2841,3,4,2,3,3,7,7,7,3
2842,-1,-1,-1,-1,-1,-1,-1,-1,4
2843,3,4,4,3,3,8,8,6,7
2844,3,4,2,2,3,1,8,2,3
2845,4,3,2,3,3,7,7,4,3
2846,1,4,2,4,2,2,6,4,1
2847,3,4,4,4,4,4,-1,-1,-1
2848,2,3,2,2,2,1,1,5,1
2849,1,3,1,1,1,8,7,4,1
2850,3,3,3,3,3,8,8,4,2
2851,4,4,4,4,4,8,8,7,8
2852,1,1,1,1,1,8,8,4,2
2853,1,1,1,1,1,8,6,7,1
2854,4,4,4,4,4,2,2,1,1
2855,3,3,3,4,3,2,2,6,6
2856,3,2,2,3,3,2,1,-1,7
2857,3,3,2,3,3,1,8,2,5
2858,4,4,4,4,4,8,8,4,3
2859,1,1,1,1,1,1,1,1,1
2860,3,3,3,3,3,1,8,-1,-1
2861,2,2,3,2,3,4,4,5,-1
2862,2,2,1,1,2,8,1,2,1
2863,2,3,2,3,3,2,2,2,3
2864,2,3,2,3,2,1,1,3,1
2865,3,3,-1,4,4,2,2,4,8
2866,4,4,3,4,4,8,8,2,3
2867,1,2,2,1,2,7,1,3,8
2868,3,2,4,1,3,8,7,5,1
2869,4,4,4,4,4,7,8,6,8
2870,4,4,4,4,4,8,8,1,8
2871,4,1,1,1,4,8,8,2,1
2872,3,1,3,3,1,1,1,3,1
2873,3,2,3,3,2,1,1,4,5
2874,3,3,3,3,3,7,7,-1,-1
2875,3,3,3,3,3,1,1,4,7
2876,1,1,1,1,1,7,7,4,2
2877,2,-1,3,3,3,1,1,3,6
2878,2,2,2,2,2,2,7,1,2
2879,1,1,1,1,1,8,8,4,5
2880,1,2,2,3,4,4,1,1,3
2881,4,4,4,4,4,1,1,-1,-1
2882,2,3,3,3,3,1,1,4,1
2883,1,4,4,4,4,7,7,6,6
2884,4,4,-1,2,3,-1,8,-1,-1
2885,4,4,4,2,3,-1,8,-1,-1
2886,1,3,2,1,3,-1,7,4,2
2887,2,2,2,2,2,1,6,3,2
2888,3,3,3,3,3,2,2,4,4
2889,1,1,1,1,1,1,4,4,5
2890,1,1,1,1,1,1,7,2,2
2891,2,3,1,4,3,2,8,4,3
2892,3,3,1,4,3,2,8,4,3
2893,2,2,2,3,2,2,8,4,3
2894,3,3,-1,3,4,1,1,4,3
2895,1,1,2,3,4,7,7,1,3
2896,4,4,4,4,4,1,1,1,2
2897,3,3,3,3,3,2,-1,4,3
2898,3,3,3,3,3,6,6,-1,-1
2899,3,3,2,-1,3,1,8,6,2
2900,4,4,4,4,4,8,8,4,8
2901,2,3,3,3,2,1,1,5,6
2902,4,3,3,4,4,1,4,4,1
2903,-1,-1,1,2,1,6,4,2,2
2904,3,3,3,3,3,5,7,4,4
2905,3,3,3,3,3,6,6,3,4
2906,4,3,3,3,3,8,8,3,8
2907,4,4,4,4,4,8,8,3,8
2908,4,4,4,4,4,7,6,5,6
2909,2,2,2,2,2,2,7,2,1
2910,3,3,3,3,3,7,7,4,7
2911,1,1,2,2,3,8,5,4,1
2912,2,2,2,2,2,1,1,3,2
2913,3,3,3,3,3,1,1,2,2
2914,3,3,3,1,2,1,1,4,6
2915,3,2,1,-1,3,2,2,4,6
2916,3,3,3,3,3,2,2,3,2
2917,4,4,3,3,4,8,8,4,4
2918,4,2,2,3,3,1,1,4,3
2919,2,3,3,3,4,1,8,1,1
2920,-1,-1,-1,-1,-1,-1,-1,2,1
2921,2,3,1,1,4,1,1,4,3
2922,3,3,3,2,2,7,8,3,1
2923,4,4,4,4,4,2,8,2,1
2924,2,-1,1,1,1,-1,1,2,2
2925,2,3,2,3,2,2,2,4,8
2926,4,4,4,4,4,8,8,4,6
2927,3,3,-1,2,3,2,8,-1,3
2928,-1,-1,-1,-1,-1,-1,-1,-1,-1
2929,4,3,3,3,3,2,2,1,2
2930,2,3,2,2,2,1,1,3,6
2931,1,2,2,2,2,1,1,4,1
2932,1,1,2,2,4,2,2,2,5
2933,1,2,3,3,3,7,7,4,1
2934,2,2,2,1,1,6,6,4,3
2935,2,2,2,2,2,7,7,5,6
2936,2,4,3,3,1,8,8,1,3
2937,4,4,4,3,3,8,8,7,4
2938,1,1,1,1,1,8,8,4,6
2939,1,2,1,1,2,1,1,4,3
2940,4,4,1,1,4,7,7,7,1
2941,1,1,1,1,1,1,7,1,1
2942,3,3,3,3,3,7,7,6,5
2943,4,4,4,4,4,8,8,4,8
2944,3,3,3,3,3,8,8,3,8
2945,3,3,3,2,3,2,8,4,2
2946,3,3,3,1,2,1,7,-1,2
2947,2,3,3,3,3,8,7,1,4
2948,4,4,3,3,4,8,8,-1,4
2949,1,2,2,2,4,1,7,1,3
2950,4,4,4,4,4,1,1,1,4
2951,4,4,4,4,4,1,1,4,4
2952,4,4,4,4,4,1,1,4,5
2953,4,4,4,4,3,8,8,4,3
2954,1,1,1,1,1,5,1,4,1
2955,2,2,3,3,3,6,8,4,2
2956,4,4,4,4,4,7,8,7,1
2958,4,3,2,3,3,8,8,3,2
2959,1,2,1,3,3,1,4,3,2
2960,3,3,3,3,3,-1,-1,4,5
2961,4,4,4,4,4,8,8,4,-1
2962,1,2,3,3,3,4,1,5,-1
2963,3,4,4,4,4,8,8,6,8
2964,4,4,4,2,3,2,2,7,4
2965,3,2,1,1,1,2,7,4,1
2966,2,3,1,4,2,2,2,4,4
2967,3,3,3,3,3,1,1,4,8
2968,3,3,2,3,3,2,2,4,4
2969,1,-1,2,-1,2,1,1,-1,4
2970,1,1,1,1,1,1,5,1,1
2971,3,3,2,3,2,8,8,4,7
2972,3,3,2,3,3,1,1,4,4
2973,1,1,1,1,1,7,7,4,1
2974,2,3,1,3,1,1,8,4,4
2975,3,3,2,3,3,8,7,1,3
2976,1,1,1,1,1,7,7,4,1
2977,4,4,3,3,3,2,8,3,4
2978,4,4,4,4,4,8,8,4,4
2979,4,4,2,4,4,8,2,1,1
2980,3,2,3,3,3,8,7,4,1
2981,1,1,1,1,1,7,7,1,1
2982,1,1,1,1,1,2,-1,7,2
2983,4,1,1,1,1,1,1,4,3
2984,4,4,-1,1,2,6,4,4,2
2985,3,3,3,3,3,2,2,4,1
2986,4,4,3,4,4,8,8,4,5
2987,4,4,4,4,4,2,2,4,8
2988,4,4,4,4,4,8,2,4,4
2989,4,4,4,4,4,8,8,1,3
2990,4,4,4,4,4,8,8,7,-1
2991,3,3,3,3,2,1,1,4,3
2992,2,3,2,3,3,8,8,4,3
2993,3,3,4,4,4,1,1,6,5
2994,1,1,2,2,2,6,4,4,6
2995,3,3,3,3,3,7,4,3,7
2996,3,3,3,3,3,7,7,7,1
2997,3,3,3,3,3,8,8,4,5
2998,4,4,4,3,4,7,8,7,1
2999,3,3,3,3,3,7,7,5,5
3000,4,4,4,4,4,4,4,4,6
3001,2,3,1,3,3,2,2,5,2
3002,1,1,1,1,1,7,7,4,1
3003,4,4,4,3,3,1,1,7,7
3004,2,2,1,2,2,8,7,4,1
3005,4,3,3,3,1,1,1,4,3
3006,4,4,4,4,4,1,1,4,3
3007,4,4,4,4,4,1,2,7,8
3008,3,4,3,3,4,2,2,4,4
3009,4,4,4,4,4,8,8,7,2
3010,3,3,2,3,3,2,2,4,3
3012,3,3,3,3,3,8,7,7,2
3013,3,3,2,3,3,8,6,5,1
3014,4,4,4,4,4,6,1,7,8
3015,4,4,4,4,4,2,7,4,4
3016,2,3,2,2,2,8,8,4,2
3017,4,4,4,4,4,8,8,4,3
3018,4,4,3,3,3,8,8,4,3
3019,2,4,3,2,3,3,4,4,1
3020,1,1,1,1,1,2,5,4,1
3021,2,3,2,3,3,1,7,4,1
3022,3,3,3,3,3,1,8,2,3
3023,4,4,1,2,4,6,6,2,1
3024,-1,1,-1,-1,-1,6,6,5,8
3025,3,1,1,2,2,1,1,4,3
3026,2,4,2,4,4,8,8,2,4
3027,2,3,2,2,2,-1,-1,5,-1
3028,2,3,3,3,3,1,-1,-1,-1
3029,3,3,3,3,3,8,8,4,7
3030,3,3,3,3,3,8,8,4,6
3031,3,3,3,3,3,8,8,3,2
3032,3,4,4,4,4,7,7,3,6
3033,1,1,1,-1,-1,5,8,4,1
3034,4,4,4,4,4,1,8,2,7
3035,4,4,1,1,4,1,8,4,3
3036,4,4,4,4,4,4,4,4,5
3038,4,4,3,4,4,2,2,4,2
3039,4,4,3,3,3,8,8,7,6
3040,3,3,3,3,3,8,8,-1,1
3041,4,4,4,4,4,1,1,7,5
3042,3,3,3,2,3,2,2,3,3
3043,4,4,4,4,4,7,7,3,5
3044,1,3,2,4,2,1,7,2,3
3045,4,4,3,3,2,-1,7,3,4
3046,3,3,3,3,3,-1,-1,2,8
3047,3,3,3,4,3,8,8,-1,8
3048,4,3,2,2,4,3,1,4,5
3049,4,4,1,1,4,1,7,4,3
3050,3,4,3,4,4,8,7,5,1
3051,3,3,3,3,3,2,-1,4,6
3052,1,2,2,2,2,-1,6,-1,-1
3053,4,4,3,4,4,7,7,4,4
3054,4,4,3,3,4,2,2,3,4
3055,3,3,3,3,3,7,7,4,1
3056,2,3,-1,2,4,2,2,7,1
3057,2,3,3,3,2,2,2,5,3
3058,3,3,2,3,3,2,2,2,5
3059,3,2,2,2,2,7,7,4,1
3060,1,2,-1,1,1,4,3,3,1
3061,3,2,3,4,4,8,8,5,5
3062,3,3,3,3,3,2,2,3,3
3063,4,4,4,4,4,8,8,4,7
3064,2,2,2,2,2,8,7,3,1
3065,2,3,1,1,4,1,1,1,1
3066,3,4,3,3,3,8,8,4,3
3067,4,3,3,3,3,8,7,4,5
3068,4,4,4,4,4,1,1,7,6
3069,1,1,1,1,1,1,6,7,1
3070,1,1,1,1,1,1,7,3,1
3071,1,3,2,2,1,1,1,2,5
3072,3,3,3,2,2,8,8,3,3
3073,3,4,3,-1,3,8,8,4,4
3074,1,4,3,2,3,1,1,4,3
3075,3,3,3,3,3,7,7,2,1
3076,1,1,1,1,1,7,7,4,1
3077,1,1,1,1,1,4,7,1,1
3078,1,1,1,1,1,1,7,1,1
3079,2,2,2,2,2,1,1,1,1
3080,3,3,-1,2,2,4,4,3,8
3081,1,3,2,1,1,-1,1,2,3
3082,4,2,3,3,3,4,4,2,6
3083,4,4,4,4,4,3,8,4,2
3085,1,1,1,1,1,4,5,4,-1
3086,4,4,4,4,4,7,7,7,3
3088,4,4,4,4,4,1,1,7,8
3089,3,3,2,3,2,7,7,3,8
3090,-1,-1,-1,-1,-1,1,1,4,4
3091,4,4,4,4,4,8,-1,-1,7
3092,2,3,2,3,2,8,8,3,3
3093,1,3,3,3,3,4,4,6,5
3094,1,1,2,2,1,8,8,-1,-1
3095,3,3,3,-1,3,2,8,2,3
3096,2,2,2,2,2,7,3,3,3
3097,2,2,2,3,1,7,8,4,4
3098,3,3,3,3,3,8,8,4,6
3099,1,2,2,3,1,8,7,4,2
3100,3,3,3,3,3,8,2,6,6
3101,2,2,2,2,2,8,1,1,-1
3102,4,4,4,4,4,2,2,6,8
3103,1,1,1,1,1,7,7,7,-1
3104,2,2,2,2,2,1,7,4,1
3105,3,2,4,3,4,7,1,5,5
3106,3,3,3,3,3,8,8,5,5
3107,1,1,1,1,1,1,8,1,1
3108,4,4,2,4,4,8,8,7,5
3109,4,4,4,4,4,2,2,2,6
3110,2,3,1,3,3,2,7,3,3
3111,1,2,1,2,3,2,7,4,1
3112,1,1,1,1,1,7,7,4,4
3113,1,1,1,2,1,2,5,4,1
3114,1,1,1,-1,1,1,5,1,3
3115,2,3,2,4,3,2,8,6,5
3116,3,4,1,3,4,2,8,-1,2
3117,3,3,2,3,3,1,7,4,6
3118,4,4,4,4,4,8,8,4,8
3119,1,1,1,1,1,1,6,4,3
3120,3,3,3,3,3,8,8,4,3
3121,4,4,3,1,3,8,8,-1,5
3122,-1,-1,-1,-1,-1,-1,-1,-1,7
3123,4,4,4,4,4,1,2,-1,8
3124,-1,-1,-1,-1,-1,-1,-1,-1,8
3125,4,4,4,4,4,1,2,1,8
3126,4,4,4,4,4,2,2,7,8
3127,4,4,4,4,4,1,2,7,8
3128,4,4,3,4,3,7,8,7,8
3129,4,4,4,4,4,8,7,7,5
3130,2,3,2,3,3,7,6,-1,2
3131,4,4,4,4,4,8,8,7,2
3132,4,4,2,3,3,8,7,4,1
3133,4,4,4,4,4,8,8,7,5
3134,1,2,1,-1,-1,8,8,4,3
3135,3,3,3,3,3,8,8,5,8
3136,4,4,4,4,4,8,8,1,6
3137,3,3,3,3,3,8,8,6,5
3138,4,4,4,4,4,2,2,7,7
3139,3,4,2,4,3,7,7,4,6
3140,-1,-1,-1,-1,-1,-1,-1,5,8
3141,4,4,4,4,4,2,2,1,7
3142,2,4,3,2,3,1,2,1,3
3143,2,4,4,4,3,1,1,4,8
3144,4,4,4,4,4,8,1,4,7
3145,3,3,2,2,3,2,7,4,1
3146,2,-1,-1,-1,-1,8,6,-1,-1
3148,2,4,2,3,3,1,7,1,2
3150,4,4,4,4,4,2,2,7,8
3151,2,4,3,4,3,1,8,3,8
3152,3,4,4,3,4,1,8,7,8
3153,4,3,4,3,3,8,7,7,2
3154,3,3,3,3,2,7,7,7,3
3155,3,3,4,4,4,2,2,4,8
3156,4,4,4,4,4,2,2,7,8
3157,4,4,4,4,4,2,8,7,6
3158,4,4,4,4,4,2,8,7,8
3159,3,3,3,3,3,2,8,4,2
3160,4,4,4,4,4,2,2,6,7
3161,4,4,4,4,4,2,2,6,7
3162,4,4,4,4,4,2,2,7,8
3163,4,4,4,4,4,1,2,5,8
3164,-1,-1,-1,-1,-1,-1,-1,-1,-1
3165,2,2,2,2,2,7,6,4,4
3166,4,4,4,4,4,2,8,-1,8
3167,4,4,4,4,4,8,8,4,8
3168,4,4,4,4,4,7,7,6,8
3169,4,4,4,4,4,8,8,7,8
3170,4,3,3,3,3,2,2,4,6
3171,-1,-1,-1,-1,-1,-1,-1,-1,-1
3172,2,3,3,3,4,2,8,7,7
3173,4,4,4,4,4,8,8,5,7
3174,3,4,4,4,4,2,8,4,8
3175,4,4,4,4,4,1,8,1,8
3176,-1,4,-1,4,-1,8,8,4,8
3177,4,4,4,4,4,8,8,3,8
3178,4,4,3,4,4,1,8,3,5
3179,4,4,4,4,4,8,8,3,7
3180,-1,-1,-1,-1,-1,-1,-1,1,8
3181,3,4,4,4,3,2,2,7,8
3182,4,-1,4,4,4,4,2,7,8
3183,4,4,4,4,4,2,2,1,8
3184,3,2,3,2,1,1,7,-1,-1
3185,2,3,3,3,3,8,-1,3,5
3186,3,4,3,3,4,2,7,4,4
3187,4,1,1,1,1,7,7,1,1
3188,1,3,2,3,2,1,1,4,1
3189,1,1,1,1,1,3,-1,5,2
3191,2,2,2,2,2,7,7,4,4
3192,1,1,1,1,1,7,7,4,2
3193,2,1,3,2,1,7,7,3,3
3194,2,2,2,2,2,5,5,2,1
3195,1,1,1,1,1,1,1,3,1
3196,2,4,1,3,3,1,7,4,2
3197,4,1,1,2,1,1,2,3,2
3198,2,1,1,2,1,1,1,3,1
3199,-1,4,1,3,-1,5,-1,4,4
3200,1,1,1,1,1,7,7,4,1
3201,1,1,1,1,1,1,7,4,1
3202,1,1,1,1,1,3,7,1,1
3203,4,1,1,1,3,1,1,1,2
3204,3,3,2,2,2,1,5,1,2
3205,3,3,1,1,3,1,7,1,2
3206,4,4,2,3,3,8,8,1,3
3207,2,2,2,2,1,1,4,1,4
3208,4,4,-1,4,4,1,8,1,1
3209,-1,-1,-1,-1,-1,1,1,-1,-1
3210,3,2,3,2,3,1,1,3,2
3211,1,2,2,3,4,7,7,-1,2
3212,4,4,4,4,4,1,8,4,4
3213,4,4,4,4,4,1,1,4,4
3214,2,2,1,1,1,7,7,3,1
3215,4,4,4,4,4,1,1,4,4
3216,4,3,3,3,3,1,8,4,7
3217,4,1,2,2,2,1,2,3,6
3218,-1,3,3,3,2,1,1,4,3
3219,4,4,4,4,4,1,1,1,6
3220,3,2,2,3,3,1,1,7,1
3221,-1,-1,-1,-1,-1,-1,-1,3,6
3222,4,4,3,3,4,1,1,7,6
3223,1,1,1,1,1,1,7,1,1
3224,1,1,1,1,1,1,7,1,2
3225,1,-1,3,1,1,1,7,4,1
3226,3,3,3,3,3,1,1,4,2
3227,3,3,4,4,4,1,1,6,5
3228,4,4,4,4,4,1,1,4,7
3229,1,1,1,1,1,1,8,3,2
3230,4,4,4,4,3,1,1,4,4
3231,3,1,2,1,2,2,7,2,1
3232,3,3,3,3,3,1,1,4,5
3233,4,4,3,3,3,1,1,5,5
3234,4,4,4,4,4,1,1,4,3
3235,4,4,3,3,4,2,2,4,4
3236,4,4,3,4,4,1,1,1,4
3237,4,4,4,3,1,1,1,4,1
3238,4,4,4,4,4,1,1,4,3
3239,4,4,3,3,4,1,1,4,2
3240,3,3,2,3,2,7,7,-1,3
3241,4,4,4,4,2,1,1,1,8
3242,4,4,4,4,2,1,1,1,8
3243,4,3,3,3,3,1,1,3,4
3244,4,4,4,4,4,1,1,7,4
3245,3,3,3,3,3,1,1,4,2
3246,4,4,3,3,4,2,2,2,3
3247,1,4,3,2,1,1,1,1,4
3248,4,4,4,3,3,1,1,1,7
3249,4,4,3,3,3,1,1,3,7
3250,4,4,3,2,2,1,1,1,3
3251,4,4,4,4,4,1,1,4,8
3252,3,3,3,3,3,1,1,7,8
3253,4,4,4,4,4,1,1,7,4
3254,4,4,3,3,4,1,1,7,1
3255,4,4,4,4,4,2,2,5,8
3256,3,3,3,3,3,1,1,3,3
3257,4,4,4,4,4,1,1,3,4
3258,4,4,4,4,4,8,8,4,4
3259,4,4,4,4,4,1,1,1,6
3260,4,4,3,3,4,1,1,4,3
3261,3,3,3,3,3,2,2,6,2
3262,4,4,4,4,3,1,1,4,1
3263,3,3,3,3,2,1,2,4,7
3264,4,4,4,3,3,2,2,7,7
3265,1,1,1,1,1,1,1,1,4
3266,2,4,4,4,3,1,-1,2,6
3267,4,4,4,4,4,1,7,7,8
3268,2,4,3,4,3,1,1,7,4
3269,3,3,3,3,3,1,1,4,1
3270,4,4,4,4,4,1,1,7,3
3271,4,4,4,4,4,7,7,-1,-1
3272,2,3,2,3,3,1,1,4,2
3273,4,4,4,4,4,1,1,4,2
3274,4,4,4,4,4,1,8,4,8
3275,3,3,3,3,3,2,2,3,4
3276,1,1,1,1,1,1,1,2,1
3277,2,2,2,2,2,6,6,4,1
3278,3,3,2,3,2,1,7,4,2
3279,1,1,1,1,1,1,-1,4,1
3280,3,1,2,3,4,1,1,4,1
3281,4,4,4,4,4,8,8,3,4
3282,3,1,3,3,2,8,7,1,3
3283,4,4,4,4,4,1,1,1,6
3284,4,4,3,4,4,1,1,4,4
3285,4,4,4,4,4,1,1,-1,8
3286,3,3,3,3,3,1,1,-1,-1
3287,2,2,2,2,2,1,7,2,3
3288,4,4,4,4,3,1,1,4,6
3289,3,3,3,3,3,1,7,6,2
3290,4,4,4,4,4,1,1,3,6
3291,4,4,4,3,4,1,2,-1,8
3292,1,2,2,2,2,1,1,4,3
3293,2,2,3,2,1,1,8,4,8
3294,3,3,3,3,4,5,1,4,4
3295,1,1,1,1,1,2,7,1,2
3296,3,3,2,3,3,1,7,4,2
3297,1,1,1,1,1,1,7,4,1
3298,1,2,3,3,2,3,3,4,4
3299,4,4,2,2,3,1,7,1,1
3300,4,3,3,3,3,8,8,7,6
3301,1,1,1,1,1,1,7,4,3
3302,1,1,1,1,1,2,7,2,3
3304,1,1,2,1,3,8,8,-1,2
3305,4,4,4,4,4,1,1,4,4
3306,1,1,1,1,1,7,7,1,1
3307,4,2,1,1,2,8,8,6,2
3308,4,4,3,3,3,7,8,1,4
3309,4,4,4,4,4,1,1,6,5
3310,1,3,1,1,1,1,7,4,3
3311,3,3,1,2,3,2,6,1,1
3312,4,3,2,3,3,2,7,4,1
3313,1,1,1,1,1,5,5,4,3
3314,4,4,1,3,4,3,8,4,2
3315,2,1,1,2,2,2,7,2,2
3316,3,3,4,4,4,2,2,7,8
3317,2,2,1,3,3,2,8,2,5
3318,1,1,1,1,1,1,6,4,1
3319,1,1,1,1,1,1,7,3,1
3320,3,3,3,3,3,8,8,4,4
3321,1,1,1,1,1,1,7,4,1
3322,4,2,2,2,3,3,2,4,2
3323,4,3,2,2,3,2,7,2,2
3324,4,4,4,4,2,1,1,1,8
3325,2,2,2,2,2,1,-1,4,2
3326,3,3,3,3,3,8,8,3,6
3327,3,4,4,4,4,8,-1,4,7
3328,4,4,4,4,4,1,2,6,7
3329,3,3,3,3,3,2,2,6,8
3330,2,2,1,3,3,2,-1,2,2
3331,1,2,1,1,1,7,-1,4,1
3332,3,4,4,4,4,8,8,5,4
3333,4,4,2,4,4,1,7,7,2
3334,1,1,1,1,1,1,7,3,1
3335,4,4,4,4,4,2,2,4,3
3336,4,4,2,4,4,2,2,4,4
3337,2,3,1,3,3,1,2,2,3
3338,2,3,2,1,3,8,8,4,1
3339,-1,-1,-1,-1,-1,8,7,4,-1
3340,1,4,4,4,4,2,2,5,5
3341,3,3,2,3,3,2,2,1,3
3342,-1,-1,-1,-1,-1,-1,-1,-1,-1
3343,2,2,2,2,3,2,7,-1,-1
3344,1,1,1,1,1,2,7,4,2
3345,2,3,2,2,3,1,8,4,1
3346,1,1,1,1,1,8,5,-1,-1
3347,4,2,2,1,1,-1,-1,4,4
3348,3,2,2,2,2,8,8,3,1
3349,1,1,1,1,1,8,7,1,4
3350,2,2,2,2,2,7,7,4,2
3351,3,3,3,3,3,8,8,4,1
3352,1,1,1,-1,1,2,7,-1,2
3353,3,3,3,3,3,2,2,6,5
3354,2,3,2,3,3,7,7,4,2
3355,4,3,3,3,3,2,2,4,2
3356,2,4,2,3,4,8,8,4,4
3357,4,3,3,3,3,8,8,2,6
3358,2,3,3,-1,-1,2,8,5,3
